t_sim,GT_State,EE_to_top_dist_m,ESDF_top,ESDF_center,ESDF_side,Weight_top,Weight_center,Weight_side,esdf_age_s,tsdf_age_s,logger_cycle_ms,ESDF_count_top,ESDF_count_center,ESDF_count_side,ESDF_dmin_top,ESDF_dmin_center,ESDF_dmin_side,TSDF_top_bx,TSDF_top_by,TSDF_top_bz,TSDF_top_vx,TSDF_top_vy,TSDF_top_vz,TSDF_center_bx,TSDF_center_by,TSDF_center_bz,TSDF_center_vx,TSDF_center_vy,TSDF_center_vz,TSDF_side_bx,TSDF_side_by,TSDF_side_bz,TSDF_side_vx,TSDF_side_vy,TSDF_side_vz,TSDF_top_vcx,TSDF_top_vcy,TSDF_top_vcz,TSDF_center_vcx,TSDF_center_vcy,TSDF_center_vcz,TSDF_side_vcx,TSDF_side_vcy,TSDF_side_vcz
1769789920.0270505,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,1.1081613890000002,0.255790544,0.43884399929083884,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789920.1270726,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,1.208183414,0.355812569,0.4552430000330787,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789920.2270522,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.051220878000000004,0.455792071,0.3776679986913223,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789920.327086,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.151254582,0.09732847700000001,0.4228309990139678,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789920.4271457,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.251314512,0.19738840700000002,0.483223997434834,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789920.527122,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.35129069100000004,0.094879928,0.5609859981632326,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789920.627089,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.451257709,0.19484694600000002,0.4121709971514065,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789920.7270873,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.551255779,0.064282341,0.4007320021628402,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789920.8270886,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.6512570160000001,0.164283578,0.3852280024148058,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789920.927102,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.751270615,0.264297177,0.48961500215227716,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789921.027103,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.851271545,0.36429810700000004,0.4859119981119875,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789921.1270878,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.035599435000000006,0.46428298700000004,0.3902460011886433,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789921.227061,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.13557270200000002,0.08181398200000001,0.42062099964823574,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789921.3270876,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.23559933200000002,0.181840612,0.39898999966681004,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789921.427065,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.335576619,0.057604665000000006,0.4364500018709805,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789921.527058,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.435569348,0.157597394,0.4257439977664035,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789921.6270592,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.5355710370000001,0.043714079,0.3848609994747676,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789921.7270534,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.6355650620000001,0.143708104,0.38929299989831634,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789921.8270943,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.735606026,0.044379510000000004,0.46342100176843815,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789921.9270878,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.8355993150000001,0.144372799,0.5466109978442546,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789922.0270786,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,0.935590264,0.24436374800000002,0.3776519988605287,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789922.127088,1,0.5423098802566528,0.030583456158638,-0.014843523502349854,0.10000000149011612,3000.0,3000.0,3000.0,1.0355996120000002,0.34437309600000005,0.40631700176163577,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789922.2269802,1,0.5423098802566528,0.030584871768951416,-0.02244657836854458,0.10000000149011612,3000.0,3000.0,3000.0,0.018113131,0.44426522,0.3871989974868484,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789922.3271356,0,0.5423098802566528,0.030584871768951416,-0.02244657836854458,0.10000000149011612,3000.0,3000.0,3000.0,0.11826869400000001,0.064327407,0.39817799915908836,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789922.4270847,0,0.5423098802566528,0.030584871768951416,-0.02244657836854458,0.10000000149011612,3000.0,3000.0,3000.0,0.21821769000000002,0.16427640300000002,0.3798600009758957,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789922.5270927,0,0.5423098802566528,0.030584871768951416,-0.02244657836854458,0.10000000149011612,3000.0,3000.0,3000.0,0.318225499,0.064644702,0.527983000210952,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789922.6271546,0,0.5423098802566528,0.030584871768951416,-0.02244657836854458,0.10000000149011612,3000.0,3000.0,3000.0,0.41828757600000005,0.164706779,0.4224299991619773,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789922.7271254,0,0.5423098802566528,0.030584871768951416,-0.02244657836854458,0.10000000149011612,3000.0,3000.0,3000.0,0.518258456,0.06100259400000001,0.4409539978951216,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789922.8270714,0,0.5423098802566528,0.030584871768951416,-0.02244657836854458,0.10000000149011612,3000.0,3000.0,3000.0,0.618204455,0.160948593,0.37327300015022047,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789922.9270918,0,0.5423098802566528,0.030584871768951416,-0.02244657836854458,0.10000000149011612,3000.0,3000.0,3000.0,0.718224814,0.052849881,0.43821600047522224,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789923.0271485,0,0.5423098802566528,0.030584871768951416,-0.02244657836854458,0.10000000149011612,3000.0,3000.0,3000.0,0.818281538,0.152906605,0.40571699719293974,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789923.1270862,0,0.5423098802566528,0.030584871768951416,-0.02244657836854458,0.10000000149011612,3000.0,3000.0,3000.0,0.918219293,0.25284436,0.37621200317516923,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789923.2270825,0,0.5423098802566528,0.030584871768951416,-0.02244657836854458,0.10000000149011612,3000.0,3000.0,3000.0,1.018215668,0.352840735,0.4108180000912398,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789923.3270566,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.021895475,0.452814867,0.37990200144122355,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789923.4270725,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.121911314,0.067460481,0.4810509999515489,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789923.5270836,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.221922434,0.167471601,0.3879149990098085,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789923.6270895,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.321928302,0.267477469,0.5379920003178995,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789923.7271492,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.421987952,0.367537119,0.6526639990624972,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789923.8271623,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.522000828,0.07450960100000001,0.708076997398166,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789923.927081,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.621919726,0.17442849900000001,0.4241620008542668,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789924.0271935,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.7220321710000001,0.07060633100000001,0.9434909989067819,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789924.1271102,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.821948923,0.17052308300000002,0.5515800003195181,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789924.2271283,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.9219668120000001,0.270540972,0.42361200030427426,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789924.3270643,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,1.021902989,0.370477149,0.39201599793159403,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789924.4270182,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.004471249,0.47043094900000004,0.371497000742238,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789924.5272884,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.10474166400000001,0.050796018000000005,1.3694260014744941,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789924.6270907,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.20454385300000003,0.150598207,0.5312040011631325,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789924.7270808,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.30453397400000004,0.250588328,0.4008069990959484,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789924.827074,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.40452720600000003,0.35058156,0.3825679996225517,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789924.9270957,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.504548799,0.45060315300000003,0.3800470003625378,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789925.027074,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.604527449,0.550581803,0.5238449994067196,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789925.1270652,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.704518281,0.6505726350000001,0.36345999978948385,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789925.2270477,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.075310034,0.021198053,0.4154249982093461,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789925.3270876,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.17534976900000002,0.12123778800000001,0.5302839999785647,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789925.427104,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.275366326,0.019523253,0.6389349982782733,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789925.5271313,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.375393326,0.11955025300000001,0.6680830010736827,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789925.627044,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,3000.0,3000.0,3000.0,0.47530603600000004,0.012452782,0.6311770011961926,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
