t_sim,GT_State,EE_to_top_dist_m,ESDF_top,ESDF_center,ESDF_side,Weight_top,Weight_center,Weight_side,esdf_age_s,tsdf_age_s,logger_cycle_ms,ESDF_count_top,ESDF_count_center,ESDF_count_side,ESDF_dmin_top,ESDF_dmin_center,ESDF_dmin_side,TSDF_top_bx,TSDF_top_by,TSDF_top_bz,TSDF_top_vx,TSDF_top_vy,TSDF_top_vz,TSDF_center_bx,TSDF_center_by,TSDF_center_bz,TSDF_center_vx,TSDF_center_vy,TSDF_center_vz,TSDF_side_bx,TSDF_side_by,TSDF_side_bz,TSDF_side_vx,TSDF_side_vy,TSDF_side_vz,TSDF_top_vcx,TSDF_top_vcy,TSDF_top_vcz,TSDF_center_vcx,TSDF_center_vcy,TSDF_center_vcz,TSDF_side_vcx,TSDF_side_vcy,TSDF_side_vcz
1769789783.727105,0,0.5423098802566528,0.030617881566286087,-0.10000000149011612,0.10000000149011612,895.51806640625,1814.1273193359375,1067.9156494140625,1.0347604270000001,0.215741281,0.3198249978595413,8,4,6,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789783.8270895,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,954.5224609375,1856.9227294921875,1180.224609375,0.099074119,0.073279483,0.4207380006846506,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789783.92712,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,954.5224609375,1856.9227294921875,1180.224609375,0.19910448800000002,0.17330985200000001,0.4467430007935036,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789784.0271323,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,1013.52685546875,1899.7181396484375,1292.5335693359375,0.29911680100000004,0.076909397,0.4403569982969202,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789784.1271129,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,1013.52685546875,1899.7181396484375,1292.5335693359375,0.39909753800000003,0.176890134,0.32300599923473783,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789784.227125,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,1072.5313720703125,1942.5135498046875,1404.842529296875,0.49910946900000003,0.079207025,0.2946269996755291,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789784.3270805,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,1072.5313720703125,1942.5135498046875,1404.842529296875,0.5990650750000001,0.17916263100000002,0.3180209969286807,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789784.4270954,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,1131.535888671875,1985.3089599609375,1517.1514892578125,0.699080119,0.082573116,0.33896599779836833,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789784.5271606,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,1131.535888671875,1985.3089599609375,1517.1514892578125,0.7991452290000001,0.18263822600000001,0.527145999512868,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789784.6270971,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,1131.535888671875,1985.3089599609375,1517.1514892578125,0.8990817860000001,0.282574783,0.3363129981153179,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789784.7270994,0,0.5423098802566528,0.10000000149011612,0.10000000149011612,0.10000000149011612,1131.535888671875,1985.3089599609375,1517.1514892578125,0.999084002,0.38257699900000003,0.34942500133183785,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789784.8271239,0,0.5423098802566528,0.10461461544036865,0.10000000149011612,0.10000000149011612,1249.544921875,2070.899658203125,1741.7694091796875,0.042210160000000004,0.015326540000000001,0.3456999984337017,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789784.927122,0,0.5423098802566528,0.10461461544036865,0.10000000149011612,0.10000000149011612,1249.544921875,2070.899658203125,1741.7694091796875,0.14220827900000002,0.11532465900000001,0.42061899875989184,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789785.027102,0,0.5423098802566528,0.10461461544036865,0.10000000149011612,0.10000000149011612,1308.5494384765625,2113.69482421875,1803.2490234375,0.242188434,0.014374182000000001,0.43388400081312284,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789785.1270933,0,0.5423098802566528,0.10461461544036865,0.10000000149011612,0.10000000149011612,1308.5494384765625,2113.69482421875,1803.2490234375,0.34217953700000003,0.11436528500000001,0.30147700090310536,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789785.2270916,0,0.5423098802566528,0.10461461544036865,0.10000000149011612,0.10000000149011612,1308.5494384765625,2113.69482421875,1803.2490234375,0.44217772000000005,0.214363468,0.33833999987109564,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789785.3270898,0,0.5423098802566528,0.10461461544036865,0.10000000149011612,0.10000000149011612,1308.5494384765625,2113.69482421875,1803.2490234375,0.542175933,0.314361681,0.3510709975671489,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789785.4270923,0,0.5423098802566528,0.10461461544036865,0.10000000149011612,0.10000000149011612,1308.5494384765625,2113.69482421875,1803.2490234375,0.642178482,0.41436423,0.32149099934031256,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
1769789785.527097,0,0.5423098802566528,0.10461461544036865,0.10000000149011612,0.10000000149011612,1426.5584716796875,2199.28515625,1977.03759765625,0.7421832460000001,0.089999985,0.31112699798541144,8,8,8,0.08124034851789474,0.08660250157117844,0.08124037832021713,0,0,0,4,0,2,0,0,0,4,0,1,0,0,0,4,1,1,0.45000000670552254,0.05000000074505806,0.2500000037252903,0.45000000670552254,0.05000000074505806,0.15000000223517418,0.45000000670552254,0.15000000223517418,0.15000000223517418
